address,district,area,bedrooms,garage,type,rent,total,full_address,latitude,longitude,geo_cluster
Rua Cásper Líbero,Paulicéia,65,3,1,Apartamento,1560,2361,"Rua Cásper Líbero, Paulicéia, São Paulo, Brazil",-23.6667301,-46.5955591,78
Rua Armando Pinelli,Taboão,54,2,1,Apartamento,1100,1743,"Rua Armando Pinelli, Taboão, São Paulo, Brazil",-23.6677536,-46.6127002,140
Rua José Bento,Cambuci,41,2,0,Apartamento,2090,2511,"Rua José Bento, Cambuci, São Paulo, Brazil",-23.563439,-46.6165026,25
Rua Alves Guimarães,Pinheiros,33,1,0,Studio e kitnet,3417,4018,"Rua Alves Guimarães, Pinheiros, São Paulo, Brazil",-23.5548413,-46.6788733,41
Rua Conde de São Joaquim,Bela Vista,35,1,1,Apartamento,1600,2490,"Rua Conde de São Joaquim, Bela Vista, São Paulo, Brazil",-23.5560361,-46.6394678,60
Praça Alberto Lion,Cambuci,34,2,0,Apartamento,1443,1829,"Praça Alberto Lion, Cambuci, São Paulo, Brazil",-23.562555,-46.6113405,25
Rua Paulistânia,Sumarezinho,31,1,0,Studio e kitnet,2620,3191,"Rua Paulistânia, Sumarezinho, São Paulo, Brazil",-23.5485952,-46.6893274,149
Praça Conde Pedro Leonelli,Vila Rosália,57,2,1,Apartamento,1750,2298,"Praça Conde Pedro Leonelli, Vila Rosália, São Paulo, Brazil",-23.4483432,-46.556696,139
Rua Santo Antônio,Bela Vista,29,1,0,Apartamento,1700,2199,"Rua Santo Antônio, Bela Vista, São Paulo, Brazil",-23.5541481,-46.6475148,96
Rua Santo Antônio,Bela Vista,37,2,0,Apartamento,2200,2814,"Rua Santo Antônio, Bela Vista, São Paulo, Brazil",-23.5541481,-46.6475148,96
Rua Rocha,Bela Vista,29,1,0,Studio e kitnet,1400,1721,"Rua Rocha, Bela Vista, São Paulo, Brazil",-23.5595511,-46.6495897,96
Rua Itajaí,Mooca,76,3,1,Apartamento,4200,5319,"Rua Itajaí, Mooca, São Paulo, Brazil",-23.5507877,-46.6008442,62
Rua Araguaia,Vila Curuca,64,2,1,Apartamento,3600,4459,"Rua Araguaia, Vila Curuca, São Paulo, Brazil",-23.6446691,-46.5188525,148
Rua Barbalha,Alto da Lapa,14,1,0,Studio e kitnet,700,811,"Rua Barbalha, Alto da Lapa, São Paulo, Brazil",-23.5323589,-46.71486695,128
Rua Eugênio de Medeiros,Pinheiros,34,1,1,Apartamento,4850,5677,"Rua Eugênio de Medeiros, Pinheiros, São Paulo, Brazil",-23.5703993,-46.7002057,94
Rua das Palmeiras,Vila Buarque,12,1,0,Apartamento,2400,2855,"Rua das Palmeiras, Vila Buarque, São Paulo, Brazil",-23.5447298,-46.6466777,89
Avenida Condessa Elizabeth de Robiano,Penha de França,62,3,1,Apartamento,2100,2731,"Avenida Condessa Elizabeth de Robiano, Penha de França, São Paulo, Brazil",-23.52360105,-46.5407968,70
Rua Bento Freitas,República,22,1,0,Studio e kitnet,2800,3329,"Rua Bento Freitas, República, São Paulo, Brazil",-23.5457686,-46.6455851,89
Rua Desembargador Euclides da Silveira,Casa Verde,49,1,1,Apartamento,3500,4188,"Rua Desembargador Euclides da Silveira, Casa Verde, São Paulo, Brazil",-23.5088055,-46.6517914,112
Rua Ribeiro do Vale,Brooklin Paulista,35,1,0,Studio e kitnet,3700,4384,"Rua Ribeiro do Vale, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua Palestina,Vila Mascote,130,3,1,Casa,4000,4311,"Rua Palestina, Vila Mascote, São Paulo, Brazil",-23.6440518,-46.6682835,107
Avenida João Pessoa,Jardim Utinga,62,2,1,Apartamento,1900,2406,"Avenida João Pessoa, Jardim Utinga, São Paulo, Brazil",-23.6192423,-46.5229126,86
Avenida Vereador José Diniz,Santo Amaro,25,1,0,Studio e kitnet,2600,3048,"Avenida Vereador José Diniz, Santo Amaro, São Paulo, Brazil",-23.6280051,-46.6853082,102
Rua José Mandotti,Vila Augusta,25,1,1,Studio e kitnet,1800,2418,"Rua José Mandotti, Vila Augusta, São Paulo, Brazil",-23.4755067,-46.5437115,121
Avenida Cásper Líbero,Centro,27,1,0,Studio e kitnet,2000,2577,"Avenida Cásper Líbero, Centro, São Paulo, Brazil",-23.4537245,-46.8424381,74
Avenida Giovanni Gronchi,Vila Andrade,98,3,2,Apartamento,2442,4507,"Avenida Giovanni Gronchi, Vila Andrade, São Paulo, Brazil",-23.6331784,-46.7370687,85
Rua Bispo Eugênio Demazemod 388 Apto 61,Vila Alpina,49,2,1,Apartamento,1050,1620,"Rua Bispo Eugênio Demazemod 388 Apto 61, Vila Alpina, São Paulo, Brazil",-23.5985508,-46.5581687,48
Rua Rego Freitas,República,20,1,0,Studio e kitnet,1640,2133,"Rua Rego Freitas, República, São Paulo, Brazil",-23.5422764,-46.6465306,89
Rua Bela Cintra,Consolação,48,1,1,Apartamento,2600,3597,"Rua Bela Cintra, Consolação, São Paulo, Brazil",-23.5551576,-46.660423,138
Rua Guaianases,Campos Elíseos,38,1,1,Apartamento,1500,1998,"Rua Guaianases, Campos Elíseos, São Paulo, Brazil",-23.1826439,-46.8971934,6
Rua Barão de Tatuí,Vila Buarque,21,1,0,Studio e kitnet,1000,1428,"Rua Barão de Tatuí, Vila Buarque, São Paulo, Brazil",-23.5447298,-46.6466777,89
Rua Xavier Krauss,Vila Leopoldina,35,2,0,Apartamento,2550,3017,"Rua Xavier Krauss, Vila Leopoldina, São Paulo, Brazil",-23.5334629,-46.7401487,104
Rua Pamplona,Cerqueira César,49,1,1,Apartamento,3000,3967,"Rua Pamplona, Cerqueira César, São Paulo, Brazil",-23.5676762,-46.657618,79
Rua Dona Elisa,Barra Funda,70,3,1,Apartamento,4800,5790,"Rua Dona Elisa, Barra Funda, São Paulo, Brazil",-23.5299486,-46.662848,40
Rua Cônego Vicente Miguel Marino,Barra Funda,99,3,2,Apartamento,4500,5566,"Rua Cônego Vicente Miguel Marino, Barra Funda, São Paulo, Brazil",-23.52676965,-46.6641308,112
Rua Frei Caneca,Consolação,28,1,0,Studio e kitnet,1700,2366,"Rua Frei Caneca, Consolação, São Paulo, Brazil",-23.5584451,-46.6583633,138
Rua Gustavo da Silveira,Vila Santa Catarina,160,4,1,Casa,3000,3137,"Rua Gustavo da Silveira, Vila Santa Catarina, São Paulo, Brazil",-23.6563592,-46.6533333,107
Rua Arnaldo Cintra,Vila Moreira,49,2,1,Apartamento,1995,2636,"Rua Arnaldo Cintra, Vila Moreira, São Paulo, Brazil",-20.264162,-50.250769,10
Rua Otto de Barros,Vila Santo Estéfano,58,2,2,Apartamento,2120,3223,"Rua Otto de Barros, Vila Santo Estéfano, São Paulo, Brazil",-23.6252528,-46.6265121,137
Rua Santa Izabel,Vila Augusta,66,2,2,Apartamento,2600,3254,"Rua Santa Izabel, Vila Augusta, São Paulo, Brazil",-23.4755067,-46.5435798,121
Rua São Miguel,Bela Vista,35,1,1,Apartamento,2500,3296,"Rua São Miguel, Bela Vista, São Paulo, Brazil",-23.5551406,-46.6545723,138
Rua Riskallah Jorge,Centro Histórico de São Paulo,28,0,0,Studio e kitnet,1207,1647,"Rua Riskallah Jorge, Centro Histórico de São Paulo, São Paulo, Brazil",-23.802029,-46.9140397,19
Rua Nanuque,Vila Leopoldina,115,3,2,Apartamento,4450,6177,"Rua Nanuque, Vila Leopoldina, São Paulo, Brazil",-23.530982,-46.7256945,128
Rua Olímpia de Almeida Prado,Barra Funda,33,1,1,Studio e kitnet,2550,3286,"Rua Olímpia de Almeida Prado, Barra Funda, São Paulo, Brazil",-23.52676965,-46.6641308,112
Rua do Lavapés,Cambuci,45,2,0,Apartamento,2500,3046,"Rua do Lavapés, Cambuci, São Paulo, Brazil",-23.5618326,-46.6229048,25
Rua Doutor Cesário Mota Júnior,Vila Buarque,30,1,0,Studio e kitnet,1350,1830,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, Brazil",-23.5447298,-46.6466777,89
Avenida Deputado Emílio Carlos,Limão,49,2,1,Apartamento,1900,2359,"Avenida Deputado Emílio Carlos, Limão, São Paulo, Brazil",-23.4804415,-46.6731705,115
Rua Caio Prado,Consolação,24,1,0,Studio e kitnet,4300,4765,"Rua Caio Prado, Consolação, São Paulo, Brazil",-23.5492278,-46.6485497,96
Avenida Joaquina Ramalho,Vila Guilherme,60,3,1,Apartamento,3000,3845,"Avenida Joaquina Ramalho, Vila Guilherme, São Paulo, Brazil",-23.5161242,-46.6084844,122
Rua Amandaú,Tucuruvi,35,2,0,Apartamento,2500,2976,"Rua Amandaú, Tucuruvi, São Paulo, Brazil",-23.4889639,-46.608477,59
Rua Conselheiro Lafaiette,Mooca,45,2,0,Apartamento,2400,2993,"Rua Conselheiro Lafaiette, Mooca, São Paulo, Brazil",-23.560357,-46.5989864,62
Rua Cardoso de Almeida,Perdizes,33,1,0,Apartamento,3000,4039,"Rua Cardoso de Almeida, Perdizes, São Paulo, Brazil",-23.5438856,-46.6730229,130
Rua Leandro Dupré,Vila Clementino,15,1,0,Studio e kitnet,1000,1038,"Rua Leandro Dupré, Vila Clementino, São Paulo, Brazil",-23.5961629,-46.646486,117
Avenida Mascote,Vila Mascote,86,2,2,Apartamento,4800,5935,"Avenida Mascote, Vila Mascote, São Paulo, Brazil",-23.6486173,-46.6656941,107
Rua Bela Cintra,Consolação,51,1,1,Apartamento,4000,5189,"Rua Bela Cintra, Consolação, São Paulo, Brazil",-23.5551576,-46.660423,138
Rua Gomes de Carvalho,Vila Olímpia,30,1,1,Studio e kitnet,3000,3751,"Rua Gomes de Carvalho, Vila Olímpia, São Paulo, Brazil",-23.5943649,-46.6907246,83
Avenida Vereador José Diniz,Santo Amaro,47,1,1,Apartamento,2799,3526,"Avenida Vereador José Diniz, Santo Amaro, São Paulo, Brazil",-23.6280051,-46.6853082,102
Rua Batataes,Jardim Paulista,54,1,2,Apartamento,3466,6316,"Rua Batataes, Jardim Paulista, São Paulo, Brazil",-23.5709386,-46.6566787,79
Rua Augusta,Cerqueira César,35,1,1,Apartamento,2800,3661,"Rua Augusta, Cerqueira César, São Paulo, Brazil",-23.5632084,-46.6655387,79
Rua Cardoso de Almeida,Perdizes,33,1,0,Studio e kitnet,3000,4116,"Rua Cardoso de Almeida, Perdizes, São Paulo, Brazil",-23.5438856,-46.6730229,130
Rua Doutor Plínio Barreto,Bela Vista,60,2,1,Apartamento,5500,6504,"Rua Doutor Plínio Barreto, Bela Vista, São Paulo, Brazil",-23.557311,-46.6516639,96
Rua Azevedo Soares,Vila Gomes Cardim,82,3,1,Apartamento,3000,4040,"Rua Azevedo Soares, Vila Gomes Cardim, São Paulo, Brazil",-23.5472404,-46.5579587,53
Rua Luís Correia de Melo,Vila Cruzeiro,58,2,1,Apartamento,3500,4479,"Rua Luís Correia de Melo, Vila Cruzeiro, São Paulo, Brazil",-22.9466791,-46.5503872,26
R. Mal. Barbacena,Jardim Anália Franco,78,1,1,Apartamento,3950,5182,"R. Mal. Barbacena, Jardim Anália Franco, São Paulo, Brazil",-23.5557695,-46.5655678,119
Rua Marília de Dirceu,Jardim Aeroporto,200,2,1,Casa,8000,8398,"Rua Marília de Dirceu, Jardim Aeroporto, São Paulo, Brazil",-20.8191337,-49.4040186,71
Avenida Amador Bueno da Veiga,Penha de França,58,2,1,Apartamento,2500,3476,"Avenida Amador Bueno da Veiga, Penha de França, São Paulo, Brazil",-23.5232427,-46.5341631,70
Rua da Consolação,Consolação,65,2,0,Apartamento,2100,2831,"Rua da Consolação, Consolação, São Paulo, Brazil",-23.5524608,-46.6585334,138
Rua Itamonte,Vila Medeiros,58,3,1,Apartamento,3800,4536,"Rua Itamonte, Vila Medeiros, São Paulo, Brazil",-23.4880281,-46.577243,32
Rua Sena Madureira,Vila Clementino,68,3,1,Apartamento,5200,6684,"Rua Sena Madureira, Vila Clementino, São Paulo, Brazil",-23.5928296,-46.6465466,117
Rua Cayowaá,Perdizes,83,3,2,Apartamento,3600,5242,"Rua Cayowaá, Perdizes, São Paulo, Brazil",-23.540084,-46.6847765,100
Rua Engenheiro Isaac Garcêz,Rudge Ramos,184,3,2,Apartamento,3800,4626,"Rua Engenheiro Isaac Garcêz, Rudge Ramos, São Paulo, Brazil",-23.6580802,-46.5703715,56
Rua Cayowaá,Perdizes,68,3,1,Apartamento,3000,4182,"Rua Cayowaá, Perdizes, São Paulo, Brazil",-23.540084,-46.6847765,100
Avenida Diógenes Ribeiro de Lima,Alto da Lapa,64,2,2,Apartamento,3000,4480,"Avenida Diógenes Ribeiro de Lima, Alto da Lapa, São Paulo, Brazil",-23.5331134,-46.7188837,128
Rua Antônio Gomes Ferreira,Sacoma,33,2,0,Apartamento,1700,2095,"Rua Antônio Gomes Ferreira, Sacoma, São Paulo, Brazil",-23.6338064,-46.5942366,37
Avenida Padres Olivetanos,Vila Esperança,73,3,1,Apartamento,2700,4093,"Avenida Padres Olivetanos, Vila Esperança, São Paulo, Brazil",-23.5298652,-46.5277082,70
Rua Gabriele D’annunzio,Campo Belo,35,1,1,Studio e kitnet,3800,4637,"Rua Gabriele D’annunzio, Campo Belo, São Paulo, Brazil",-23.6222314,-46.6738455,132
Rua Francisca Júlia,Santana,50,2,1,Apartamento,1900,2685,"Rua Francisca Júlia, Santana, São Paulo, Brazil",-23.4930638,-46.6292098,135
Rua Alves Guimarães,Pinheiros,25,1,0,Studio e kitnet,2500,2986,"Rua Alves Guimarães, Pinheiros, São Paulo, Brazil",-23.5548413,-46.6788733,41
Rua Franklin Magalhães,Vila Santa Catarina,15,1,0,Casa,750,846,"Rua Franklin Magalhães, Vila Santa Catarina, São Paulo, Brazil",-23.6523563,-46.6569696,107
Rua Eugênia Sá Vitale,Vila Santa Luzia,53,2,1,Apartamento,2200,2968,"Rua Eugênia Sá Vitale, Vila Santa Luzia, São Paulo, Brazil",-23.6565078,-46.6027136,78
Rua Correia Dias,Paraíso,23,1,0,Studio e kitnet,4000,4061,"Rua Correia Dias, Paraíso, São Paulo, Brazil",-23.5767134,-46.6385236,0
Rua Vergueiro,Vila Firmiano Pinto,63,3,1,Apartamento,1500,2732,"Rua Vergueiro, Vila Firmiano Pinto, São Paulo, Brazil",-23.6051579,-46.6144546,44
Rua Barata Ribeiro,Bela Vista,16,1,0,Studio e kitnet,3700,4459,"Rua Barata Ribeiro, Bela Vista, São Paulo, Brazil",-23.5565217,-46.6533163,96
Rua Doutor Teodoro Baima,República,20,1,0,Apartamento,2500,2912,"Rua Doutor Teodoro Baima, República, São Paulo, Brazil",-23.5465373,-46.6461043,89
Rua Salto,Paraíso,33,1,1,Studio e kitnet,1850,3340,"Rua Salto, Paraíso, São Paulo, Brazil",-23.1516178,-47.054542,75
Avenida Duque de Caxias,Campos Elíseos,36,1,1,Apartamento,2200,3232,"Avenida Duque de Caxias, Campos Elíseos, São Paulo, Brazil",-23.1826439,-46.8971934,6
Rua Jaguarete,Casa Verde,54,2,1,Apartamento,4200,4954,"Rua Jaguarete, Casa Verde, São Paulo, Brazil",-23.5104178,-46.656231,112
Rua Batataes,Jardim Paulista,34,1,1,Studio e kitnet,4000,5288,"Rua Batataes, Jardim Paulista, São Paulo, Brazil",-23.5709386,-46.6566787,79
Rua Fiandeiras,Vila Olímpia,42,1,1,Apartamento,2300,4056,"Rua Fiandeiras, Vila Olímpia, São Paulo, Brazil",-23.5956467,-46.6810866,127
Rua Conselheiro Brotero,Santa Cecília,30,1,1,Apartamento,3300,4132,"Rua Conselheiro Brotero, Santa Cecília, São Paulo, Brazil",-23.5302613,-46.6573443,40
Rua Santa Justina,Vila Olímpia,33,1,1,Studio e kitnet,3150,4658,"Rua Santa Justina, Vila Olímpia, São Paulo, Brazil",-23.595026,-46.6756183,127
Rua Kansas,Brooklin Paulista,84,2,2,Apartamento,7990,9832,"Rua Kansas, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua Halionore,Vila Prudente,90,2,2,Casa,2715,2830,"Rua Halionore, Vila Prudente, São Paulo, Brazil",-23.5828628,-46.5839618,123
Avenida Doutor Cardoso de Melo,Vila Olímpia,43,1,1,Studio e kitnet,3500,4774,"Avenida Doutor Cardoso de Melo, Vila Olímpia, São Paulo, Brazil",-23.5965974,-46.6887775,83
Rua Barata Ribeiro,Bela Vista,20,1,0,Apartamento,4000,4754,"Rua Barata Ribeiro, Bela Vista, São Paulo, Brazil",-23.5565217,-46.6533163,96
Rua Carvalho de Freitas,Vila Andrade,50,2,1,Apartamento,2600,3410,"Rua Carvalho de Freitas, Vila Andrade, São Paulo, Brazil",-23.6309112,-46.7399782,85
Rua Girassol,Vila Madalena,25,1,0,Apartamento,2770,3508,"Rua Girassol, Vila Madalena, São Paulo, Brazil",-23.5495771,-46.693019,149
Avenida dos Carinás,Indianópolis,26,1,0,Apartamento,3500,4235,"Avenida dos Carinás, Indianópolis, São Paulo, Brazil",-23.612948,-46.6671828,47
Avenida Sapopemba,Jardim Planalto,35,1,0,Apartamento,1050,1261,"Avenida Sapopemba, Jardim Planalto, São Paulo, Brazil",-23.6065251,-46.5144509,86
Avenida Vila Ema,Vila Ema,32,1,0,Studio e kitnet,1300,1652,"Avenida Vila Ema, Vila Ema, São Paulo, Brazil",-23.5929572,-46.5392805,48
Rua Mundo Novo,Vila Anglo Brasileira,185,2,3,Casa,4579,4888,"Rua Mundo Novo, Vila Anglo Brasileira, São Paulo, Brazil",-23.5400553,-46.6934301,149
Rua Barata Ribeiro,Bela Vista,18,1,0,Studio e kitnet,4000,4754,"Rua Barata Ribeiro, Bela Vista, São Paulo, Brazil",-23.5565217,-46.6533163,96
Rua Domingos Paiva,Brás,39,1,0,Apartamento,2330,2950,"Rua Domingos Paiva, Brás, São Paulo, Brazil",-23.5447822,-46.6171431,99
Alameda Iraé,Indianópolis,25,1,0,Studio e kitnet,3690,4373,"Alameda Iraé, Indianópolis, São Paulo, Brazil",-23.6043963,-46.6613857,47
Rua Uxi,Jardim Santa Maria,80,2,1,Casa,1700,1842,"Rua Uxi, Jardim Santa Maria, São Paulo, Brazil",-23.7219489,-46.551239,108
Rua Nossa Senhora de Fátima,Santa Paula,71,2,2,Apartamento,3800,4536,"Rua Nossa Senhora de Fátima, Santa Paula, São Paulo, Brazil",-23.6222472,-46.5657522,120
Rua Baía Grande,Vila Bela,40,1,1,Casa,1100,1177,"Rua Baía Grande, Vila Bela, São Paulo, Brazil",-23.2188226,-47.5122068,38
Rua Antônio Píres,Vila Albertina,72,2,1,Apartamento,3082,3801,"Rua Antônio Píres, Vila Albertina, São Paulo, Brazil",-23.4567582,-46.6137935,97
Rua João Biancalana,Paulicéia,62,3,1,Apartamento,1800,2319,"Rua João Biancalana, Paulicéia, São Paulo, Brazil",-23.6675954,-46.5959372,78
Rua Itanhaém,Vila Prudente,50,2,1,Apartamento,2100,2915,"Rua Itanhaém, Vila Prudente, São Paulo, Brazil",-23.5819142,-46.5754002,123
Rua General Júlio Marcondes Salgado,Campos Elíseos,64,2,1,Apartamento,1800,2442,"Rua General Júlio Marcondes Salgado, Campos Elíseos, São Paulo, Brazil",-23.1826439,-46.8971934,6
Rua Stela Marina,Brooklin,26,1,0,Studio e kitnet,4500,5074,"Rua Stela Marina, Brooklin, São Paulo, Brazil",-23.616582049999998,-46.683090899999996,132
Rua Capote Valente,Pinheiros,83,2,1,Apartamento,3200,4131,"Rua Capote Valente, Pinheiros, São Paulo, Brazil",-23.5550219,-46.6773704,41
"Indianópolis, São Paulo - Sp, 04524-020, Brasil",Indianópolis,24,1,1,Apartamento,3200,4317,"Indianópolis, São Paulo - Sp, 04524-020, Brasil, Indianópolis, São Paulo, Brazil",-23.6001198,-46.6589321,47
Rua Ministro Godói,Perdizes,110,3,0,Apartamento,5400,6480,"Rua Ministro Godói, Perdizes, São Paulo, Brazil",-23.5385758,-46.6724964,130
Rua Xingu,Vila Valparaíso,60,3,1,Apartamento,1700,2291,"Rua Xingu, Vila Valparaíso, São Paulo, Brazil",-23.6714373,-46.5514156,108
Rua Joaquim Afonso de Souza,Casa Verde Alta,26,1,0,Apartamento,920,1022,"Rua Joaquim Afonso de Souza, Casa Verde Alta, São Paulo, Brazil",-23.491353099999998,-46.6639076,20
Rua Hercília,Vila Matilde,69,2,2,Casa,2500,2731,"Rua Hercília, Vila Matilde, São Paulo, Brazil",-23.5395362,-46.5275743,70
Rua Barata Ribeiro,Bela Vista,22,1,0,Studio e kitnet,4000,4754,"Rua Barata Ribeiro, Bela Vista, São Paulo, Brazil",-23.5565217,-46.6533163,96
Rua Heloísa Camargo,Vila Esperança,45,1,0,Casa,1250,1371,"Rua Heloísa Camargo, Vila Esperança, São Paulo, Brazil",-23.5268016,-46.5236917,70
Rua Alves Guimarães,Pinheiros,38,1,1,Apartamento,4300,5485,"Rua Alves Guimarães, Pinheiros, São Paulo, Brazil",-23.5548413,-46.6788733,41
Rua Doutor Gabriel dos Santos,Santa Cecilia,33,1,1,Apartamento,1600,2536,"Rua Doutor Gabriel dos Santos, Santa Cecilia, São Paulo, Brazil",-23.5359083,-46.6594592,40
Rua Gilberto Sabino,Pinheiros,73,1,2,Apartamento,9500,11210,"Rua Gilberto Sabino, Pinheiros, São Paulo, Brazil",-23.5665041,-46.70113,94
Rua Doutor Penaforte Mendes,Bela Vista,29,1,1,Apartamento,2430,3438,"Rua Doutor Penaforte Mendes, Bela Vista, São Paulo, Brazil",-23.5545964,-46.651712,96
Rua do Lavapés,Cambuci,26,1,0,Apartamento,1350,1616,"Rua do Lavapés, Cambuci, São Paulo, Brazil",-23.5618326,-46.6229048,25
Rua Delegado Moraes Novaes,Vila Andrade,72,2,2,Apartamento,3000,3919,"Rua Delegado Moraes Novaes, Vila Andrade, São Paulo, Brazil",-23.6342208,-46.7350352,85
Rua Intendência,Brás,53,2,0,Apartamento,1550,2010,"Rua Intendência, Brás, São Paulo, Brazil",-23.5488011,-46.6180897,99
Rua Doutor Argemiro Couto de Barros,Chácara Inglesa,69,1,0,Casa,1500,1563,"Rua Doutor Argemiro Couto de Barros, Chácara Inglesa, São Paulo, Brazil",-23.6079079,-46.6324519,134
Rua Barão de Iguape,Liberdade,50,2,1,Apartamento,2086,2601,"Rua Barão de Iguape, Liberdade, São Paulo, Brazil",-23.5583962,-46.636029,60
Rua Marechal Deodoro,Santa Paula,69,2,2,Apartamento,3550,4268,"Rua Marechal Deodoro, Santa Paula, São Paulo, Brazil",-23.6174121,-46.5629722,120
Rua Riskallah Jorge,Centro,34,1,0,Studio e kitnet,1040,1420,"Rua Riskallah Jorge, Centro, São Paulo, Brazil",-23.4537245,-46.8424381,74
Rua Aurora,Santa Efigênia,28,1,0,Studio e kitnet,1990,2551,"Rua Aurora, Santa Efigênia, São Paulo, Brazil",-20.5329716,-47.42816,5
Rua Joaquim Ferreira,Água Branca,43,1,1,Apartamento,2800,3742,"Rua Joaquim Ferreira, Água Branca, São Paulo, Brazil",-23.523013,-46.6882658,52
Rua George Smith,Lapa,55,2,1,Apartamento,3200,3932,"Rua George Smith, Lapa, São Paulo, Brazil",-23.5187023,-46.7046776,52
Rua Henrique Casela,Jardim América da Penha,46,2,1,Apartamento,1500,1908,"Rua Henrique Casela, Jardim América da Penha, São Paulo, Brazil",-23.5118429,-46.5553794,113
Rua Soldado Teodoro Francisco Ribeiro,Parque Novo Mundo,65,3,1,Apartamento,2000,2748,"Rua Soldado Teodoro Francisco Ribeiro, Parque Novo Mundo, São Paulo, Brazil",-23.5162126,-46.565566,113
Rua Doutor Clemente Jobim,Jardim da Glória,27,1,0,Studio e kitnet,1902,2365,"Rua Doutor Clemente Jobim, Jardim da Glória, São Paulo, Brazil",-23.5818382,-46.6163725,116
Rua Alexandrino da Silveira Bueno,Cambuci,40,2,0,Apartamento,1600,2007,"Rua Alexandrino da Silveira Bueno, Cambuci, São Paulo, Brazil",-23.5649019,-46.6135317,25
Avenida Salgado Filho,Centro,68,3,1,Apartamento,2100,2750,"Avenida Salgado Filho, Centro, São Paulo, Brazil",-23.4537245,-46.5345601,42
Rua Otto de Alencar,Liberdade,44,2,1,Apartamento,1700,2266,"Rua Otto de Alencar, Liberdade, São Paulo, Brazil",-23.5587565,-46.6253965,25
Rua Jaguaré,Jaguaré,58,2,2,Apartamento,2150,2869,"Rua Jaguaré, Jaguaré, São Paulo, Brazil",-23.5528075,-46.7454206,104
Rua Peixoto Gomide,Jardim Paulista,45,1,0,Studio e kitnet,1600,2044,"Rua Peixoto Gomide, Jardim Paulista, São Paulo, Brazil",-23.5651209,-46.6614185,79
Rua Ilansa,Vila Prudente,79,3,2,Apartamento,3650,4888,"Rua Ilansa, Vila Prudente, São Paulo, Brazil",-23.5815503,-46.5810187,123
Rua André Saraíva,Vila Sonia,30,1,0,Casa,1150,1199,"Rua André Saraíva, Vila Sonia, São Paulo, Brazil",-23.5949856,-46.7359034,129
Rua Luís Gama,Cambuci,29,1,0,Studio e kitnet,1550,1910,"Rua Luís Gama, Cambuci, São Paulo, Brazil",-23.561063,-46.6217022,25
Rua Ibitirama,Vila Prudente,55,2,1,Apartamento,2747,3361,"Rua Ibitirama, Vila Prudente, São Paulo, Brazil",-23.588592,-46.5840003,123
Rua Cardoso de Almeida,Perdizes,106,3,1,Apartamento,3276,4918,"Rua Cardoso de Almeida, Perdizes, São Paulo, Brazil",-23.5438856,-46.6730229,130
Rua Massaranduba,Vila Monte Alegre,38,1,1,Apartamento,2000,2685,"Rua Massaranduba, Vila Monte Alegre, São Paulo, Brazil",-23.6263417,-46.6390858,137
Rua Itararé,Bela Vista,30,2,0,Apartamento,1643,1898,"Rua Itararé, Bela Vista, São Paulo, Brazil",-23.555065,-46.6541738,96
